white,black,whiteScore,blackScore,result,plies
Glorious-Orca-Swindle,Astute-Zergling,0.00,1.00,BLACK_WON,140
Astute-Zergling,Glorious-Orca-Swindle,0.00,1.00,BLACK_WON,48
Glorious-Orca-Swindle,Astute-Zergling,0.50,0.50,DRAW,163
Astute-Zergling,Glorious-Orca-Swindle,0.50,0.50,DRAW,195
Glorious-Orca-Swindle,Astute-Zergling,0.50,0.50,DRAW,146
Astute-Zergling,Glorious-Orca-Swindle,0.00,1.00,BLACK_WON,92
Glorious-Orca-Swindle,Astute-Zergling,0.50,0.50,DRAW,256
Astute-Zergling,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,101
Glorious-Orca-Swindle,Astute-Zergling,1.00,0.00,WHITE_WON,73
Astute-Zergling,Glorious-Orca-Swindle,0.00,1.00,BLACK_WON,116
Glorious-Orca-Swindle,Ruthless-Squid,0.50,0.50,DRAW,112
Ruthless-Squid,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,151
Glorious-Orca-Swindle,Ruthless-Squid,1.00,0.00,WHITE_WON,137
Ruthless-Squid,Glorious-Orca-Swindle,0.00,1.00,BLACK_WON,68
Glorious-Orca-Swindle,Ruthless-Squid,1.00,0.00,WHITE_WON,91
Ruthless-Squid,Glorious-Orca-Swindle,0.50,0.50,DRAW,49
Glorious-Orca-Swindle,Ruthless-Squid,0.00,1.00,BLACK_WON,78
Ruthless-Squid,Glorious-Orca-Swindle,0.00,1.00,BLACK_WON,46
Glorious-Orca-Swindle,Ruthless-Squid,1.00,0.00,WHITE_WON,85
Ruthless-Squid,Glorious-Orca-Swindle,0.00,1.00,BLACK_WON,64
Glorious-Orca-Swindle,Rebellious-Sloth,1.00,0.00,WHITE_WON,85
Rebellious-Sloth,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,83
Glorious-Orca-Swindle,Rebellious-Sloth,0.50,0.50,DRAW,88
Rebellious-Sloth,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,59
Glorious-Orca-Swindle,Rebellious-Sloth,1.00,0.00,WHITE_WON,57
Rebellious-Sloth,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,63
Glorious-Orca-Swindle,Rebellious-Sloth,1.00,0.00,WHITE_WON,85
Rebellious-Sloth,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,75
Glorious-Orca-Swindle,Rebellious-Sloth,1.00,0.00,WHITE_WON,97
Rebellious-Sloth,Glorious-Orca-Swindle,0.50,0.50,DRAW,279
Glorious-Orca-Swindle,Heroic-Swan-Initiation,0.50,0.50,DRAW,222
Heroic-Swan-Initiation,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,57
Glorious-Orca-Swindle,Heroic-Swan-Initiation,0.50,0.50,DRAW,82
Heroic-Swan-Initiation,Glorious-Orca-Swindle,0.00,1.00,BLACK_WON,112
Glorious-Orca-Swindle,Heroic-Swan-Initiation,1.00,0.00,WHITE_WON,59
Heroic-Swan-Initiation,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,91
Glorious-Orca-Swindle,Heroic-Swan-Initiation,0.50,0.50,DRAW,58
Heroic-Swan-Initiation,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,71
Glorious-Orca-Swindle,Heroic-Swan-Initiation,1.00,0.00,WHITE_WON,69
Heroic-Swan-Initiation,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,51
Glorious-Orca-Swindle,Tactical-Hydra,1.00,0.00,WHITE_WON,69
Tactical-Hydra,Glorious-Orca-Swindle,0.00,1.00,BLACK_WON,160
Glorious-Orca-Swindle,Tactical-Hydra,1.00,0.00,WHITE_WON,69
Tactical-Hydra,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,45
Glorious-Orca-Swindle,Tactical-Hydra,1.00,0.00,WHITE_WON,97
Tactical-Hydra,Glorious-Orca-Swindle,0.00,1.00,BLACK_WON,118
Glorious-Orca-Swindle,Tactical-Hydra,1.00,0.00,WHITE_WON,55
Tactical-Hydra,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,131
Glorious-Orca-Swindle,Tactical-Hydra,1.00,0.00,WHITE_WON,79
Tactical-Hydra,Glorious-Orca-Swindle,0.50,0.50,DRAW,124
Glorious-Orca-Swindle,Sassy-Mole-Raze,1.00,0.00,WHITE_WON,77
Sassy-Mole-Raze,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,79
Glorious-Orca-Swindle,Sassy-Mole-Raze,1.00,0.00,WHITE_WON,83
Sassy-Mole-Raze,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,53
Glorious-Orca-Swindle,Sassy-Mole-Raze,1.00,0.00,WHITE_WON,73
Sassy-Mole-Raze,Glorious-Orca-Swindle,0.00,1.00,BLACK_WON,64
Glorious-Orca-Swindle,Sassy-Mole-Raze,1.00,0.00,WHITE_WON,57
Sassy-Mole-Raze,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,85
Glorious-Orca-Swindle,Sassy-Mole-Raze,1.00,0.00,WHITE_WON,75
Sassy-Mole-Raze,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,61
Glorious-Orca-Swindle,Gallant-Frog,1.00,0.00,WHITE_WON,73
Gallant-Frog,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,77
Glorious-Orca-Swindle,Gallant-Frog,0.50,0.50,DRAW,58
Gallant-Frog,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,71
Glorious-Orca-Swindle,Gallant-Frog,1.00,0.00,WHITE_WON,145
Gallant-Frog,Glorious-Orca-Swindle,0.00,1.00,BLACK_WON,98
Glorious-Orca-Swindle,Gallant-Frog,1.00,0.00,WHITE_WON,77
Gallant-Frog,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,79
Glorious-Orca-Swindle,Gallant-Frog,1.00,0.00,WHITE_WON,69
Gallant-Frog,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,65
Glorious-Orca-Swindle,Wise-Lynx-Squeeze,1.00,0.00,WHITE_WON,117
Wise-Lynx-Squeeze,Glorious-Orca-Swindle,0.00,1.00,BLACK_WON,138
Glorious-Orca-Swindle,Wise-Lynx-Squeeze,1.00,0.00,WHITE_WON,55
Wise-Lynx-Squeeze,Glorious-Orca-Swindle,0.00,1.00,BLACK_WON,20
Glorious-Orca-Swindle,Wise-Lynx-Squeeze,1.00,0.00,WHITE_WON,135
Wise-Lynx-Squeeze,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,27
Glorious-Orca-Swindle,Wise-Lynx-Squeeze,1.00,0.00,WHITE_WON,115
Wise-Lynx-Squeeze,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,79
Glorious-Orca-Swindle,Wise-Lynx-Squeeze,1.00,0.00,WHITE_WON,53
Wise-Lynx-Squeeze,Glorious-Orca-Swindle,0.00,1.00,BLACK_WON,102
Glorious-Orca-Swindle,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,79
Stoic-Gorilla-Interference,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,89
Glorious-Orca-Swindle,Stoic-Gorilla-Interference,0.50,0.50,DRAW,110
Stoic-Gorilla-Interference,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,127
Glorious-Orca-Swindle,Stoic-Gorilla-Interference,0.50,0.50,DRAW,116
Stoic-Gorilla-Interference,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,83
Glorious-Orca-Swindle,Stoic-Gorilla-Interference,0.50,0.50,DRAW,155
Stoic-Gorilla-Interference,Glorious-Orca-Swindle,0.00,1.00,BLACK_WON,132
Glorious-Orca-Swindle,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,135
Stoic-Gorilla-Interference,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,101
Glorious-Orca-Swindle,Bold-Phoenix-Raze,1.00,0.00,WHITE_WON,69
Bold-Phoenix-Raze,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,63
Glorious-Orca-Swindle,Bold-Phoenix-Raze,1.00,0.00,WHITE_WON,93
Bold-Phoenix-Raze,Glorious-Orca-Swindle,0.50,0.50,DRAW,147
Glorious-Orca-Swindle,Bold-Phoenix-Raze,1.00,0.00,WHITE_WON,139
Bold-Phoenix-Raze,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,75
Glorious-Orca-Swindle,Bold-Phoenix-Raze,1.00,0.00,WHITE_WON,35
Bold-Phoenix-Raze,Glorious-Orca-Swindle,0.00,1.00,BLACK_WON,124
Glorious-Orca-Swindle,Bold-Phoenix-Raze,1.00,0.00,WHITE_WON,77
Bold-Phoenix-Raze,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,113
Glorious-Orca-Swindle,Cunning-Minotaur,0.00,1.00,BLACK_WON,78
Cunning-Minotaur,Glorious-Orca-Swindle,0.00,1.00,BLACK_WON,66
Glorious-Orca-Swindle,Cunning-Minotaur,1.00,0.00,WHITE_WON,67
Cunning-Minotaur,Glorious-Orca-Swindle,0.00,1.00,BLACK_WON,142
Glorious-Orca-Swindle,Cunning-Minotaur,1.00,0.00,WHITE_WON,71
Cunning-Minotaur,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,111
Glorious-Orca-Swindle,Cunning-Minotaur,1.00,0.00,WHITE_WON,83
Cunning-Minotaur,Glorious-Orca-Swindle,0.00,1.00,BLACK_WON,84
Glorious-Orca-Swindle,Cunning-Minotaur,1.00,0.00,WHITE_WON,77
Cunning-Minotaur,Glorious-Orca-Swindle,0.00,1.00,BLACK_WON,178
Glorious-Orca-Swindle,Feral-Wolverine-Switch,0.00,1.00,BLACK_WON,82
Feral-Wolverine-Switch,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,97
Glorious-Orca-Swindle,Feral-Wolverine-Switch,0.00,1.00,BLACK_WON,114
Feral-Wolverine-Switch,Glorious-Orca-Swindle,0.00,1.00,BLACK_WON,84
Glorious-Orca-Swindle,Feral-Wolverine-Switch,1.00,0.00,WHITE_WON,69
Feral-Wolverine-Switch,Glorious-Orca-Swindle,0.00,1.00,BLACK_WON,60
Glorious-Orca-Swindle,Feral-Wolverine-Switch,1.00,0.00,WHITE_WON,43
Feral-Wolverine-Switch,Glorious-Orca-Swindle,0.00,1.00,BLACK_WON,60
Glorious-Orca-Swindle,Feral-Wolverine-Switch,1.00,0.00,WHITE_WON,77
Feral-Wolverine-Switch,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,63
Glorious-Orca-Swindle,Young-Basilisk,1.00,0.00,WHITE_WON,89
Young-Basilisk,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,49
Glorious-Orca-Swindle,Young-Basilisk,1.00,0.00,WHITE_WON,127
Young-Basilisk,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,75
Glorious-Orca-Swindle,Young-Basilisk,0.00,1.00,BLACK_WON,88
Young-Basilisk,Glorious-Orca-Swindle,0.50,0.50,DRAW,64
Glorious-Orca-Swindle,Young-Basilisk,1.00,0.00,WHITE_WON,259
Young-Basilisk,Glorious-Orca-Swindle,0.00,1.00,BLACK_WON,150
Glorious-Orca-Swindle,Young-Basilisk,0.50,0.50,DRAW,145
Young-Basilisk,Glorious-Orca-Swindle,0.00,1.00,BLACK_WON,114
Glorious-Orca-Swindle,Vibrant-Hippogriff-MatingNet,1.00,0.00,WHITE_WON,43
Vibrant-Hippogriff-MatingNet,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,83
Glorious-Orca-Swindle,Vibrant-Hippogriff-MatingNet,0.00,1.00,BLACK_WON,156
Vibrant-Hippogriff-MatingNet,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,83
Glorious-Orca-Swindle,Vibrant-Hippogriff-MatingNet,1.00,0.00,WHITE_WON,47
Vibrant-Hippogriff-MatingNet,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,105
Glorious-Orca-Swindle,Vibrant-Hippogriff-MatingNet,1.00,0.00,WHITE_WON,69
Vibrant-Hippogriff-MatingNet,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,93
Glorious-Orca-Swindle,Vibrant-Hippogriff-MatingNet,0.50,0.50,DRAW,342
Vibrant-Hippogriff-MatingNet,Glorious-Orca-Swindle,0.00,1.00,BLACK_WON,134
Glorious-Orca-Swindle,Blazing-Scorpion-Simplification,1.00,0.00,WHITE_WON,75
Blazing-Scorpion-Simplification,Glorious-Orca-Swindle,0.50,0.50,DRAW,67
Glorious-Orca-Swindle,Blazing-Scorpion-Simplification,0.00,1.00,BLACK_WON,74
Blazing-Scorpion-Simplification,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,149
Glorious-Orca-Swindle,Blazing-Scorpion-Simplification,1.00,0.00,WHITE_WON,79
Blazing-Scorpion-Simplification,Glorious-Orca-Swindle,0.00,1.00,BLACK_WON,70
Glorious-Orca-Swindle,Blazing-Scorpion-Simplification,0.50,0.50,DRAW,26
Blazing-Scorpion-Simplification,Glorious-Orca-Swindle,0.50,0.50,DRAW,267
Glorious-Orca-Swindle,Blazing-Scorpion-Simplification,1.00,0.00,WHITE_WON,77
Blazing-Scorpion-Simplification,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,49
Astute-Zergling,Ruthless-Squid,1.00,0.00,WHITE_WON,133
Ruthless-Squid,Astute-Zergling,1.00,0.00,WHITE_WON,83
Astute-Zergling,Ruthless-Squid,0.00,1.00,BLACK_WON,64
Ruthless-Squid,Astute-Zergling,0.50,0.50,DRAW,154
Astute-Zergling,Ruthless-Squid,1.00,0.00,WHITE_WON,67
Ruthless-Squid,Astute-Zergling,0.00,1.00,BLACK_WON,124
Astute-Zergling,Ruthless-Squid,1.00,0.00,WHITE_WON,135
Ruthless-Squid,Astute-Zergling,1.00,0.00,WHITE_WON,107
Astute-Zergling,Ruthless-Squid,0.50,0.50,DRAW,238
Ruthless-Squid,Astute-Zergling,1.00,0.00,WHITE_WON,135
Astute-Zergling,Rebellious-Sloth,0.00,1.00,BLACK_WON,64
Rebellious-Sloth,Astute-Zergling,0.00,1.00,BLACK_WON,138
Astute-Zergling,Rebellious-Sloth,1.00,0.00,WHITE_WON,131
Rebellious-Sloth,Astute-Zergling,1.00,0.00,WHITE_WON,99
Astute-Zergling,Rebellious-Sloth,0.00,1.00,BLACK_WON,166
Rebellious-Sloth,Astute-Zergling,0.00,1.00,BLACK_WON,110
Astute-Zergling,Rebellious-Sloth,1.00,0.00,WHITE_WON,119
Rebellious-Sloth,Astute-Zergling,1.00,0.00,WHITE_WON,89
Astute-Zergling,Rebellious-Sloth,0.00,1.00,BLACK_WON,90
Rebellious-Sloth,Astute-Zergling,1.00,0.00,WHITE_WON,145
Astute-Zergling,Heroic-Swan-Initiation,1.00,0.00,WHITE_WON,107
Heroic-Swan-Initiation,Astute-Zergling,0.50,0.50,DRAW,150
Astute-Zergling,Heroic-Swan-Initiation,1.00,0.00,WHITE_WON,107
Heroic-Swan-Initiation,Astute-Zergling,1.00,0.00,WHITE_WON,57
Astute-Zergling,Heroic-Swan-Initiation,1.00,0.00,WHITE_WON,59
Heroic-Swan-Initiation,Astute-Zergling,1.00,0.00,WHITE_WON,111
Astute-Zergling,Heroic-Swan-Initiation,1.00,0.00,WHITE_WON,61
Heroic-Swan-Initiation,Astute-Zergling,1.00,0.00,WHITE_WON,47
Astute-Zergling,Heroic-Swan-Initiation,1.00,0.00,WHITE_WON,83
Heroic-Swan-Initiation,Astute-Zergling,1.00,0.00,WHITE_WON,129
Astute-Zergling,Tactical-Hydra,1.00,0.00,WHITE_WON,129
Tactical-Hydra,Astute-Zergling,0.00,1.00,BLACK_WON,70
Astute-Zergling,Tactical-Hydra,1.00,0.00,WHITE_WON,79
Tactical-Hydra,Astute-Zergling,0.50,0.50,DRAW,185
Astute-Zergling,Tactical-Hydra,0.50,0.50,DRAW,46
Tactical-Hydra,Astute-Zergling,0.00,1.00,BLACK_WON,78
Astute-Zergling,Tactical-Hydra,1.00,0.00,WHITE_WON,99
Tactical-Hydra,Astute-Zergling,1.00,0.00,WHITE_WON,97
Astute-Zergling,Tactical-Hydra,1.00,0.00,WHITE_WON,113
Tactical-Hydra,Astute-Zergling,0.00,1.00,BLACK_WON,86
Astute-Zergling,Sassy-Mole-Raze,0.50,0.50,DRAW,55
Sassy-Mole-Raze,Astute-Zergling,0.50,0.50,DRAW,138
Astute-Zergling,Sassy-Mole-Raze,1.00,0.00,WHITE_WON,25
Sassy-Mole-Raze,Astute-Zergling,0.00,1.00,BLACK_WON,70
Astute-Zergling,Sassy-Mole-Raze,0.00,1.00,BLACK_WON,80
Sassy-Mole-Raze,Astute-Zergling,1.00,0.00,WHITE_WON,73
Astute-Zergling,Sassy-Mole-Raze,1.00,0.00,WHITE_WON,127
Sassy-Mole-Raze,Astute-Zergling,1.00,0.00,WHITE_WON,59
Astute-Zergling,Sassy-Mole-Raze,0.50,0.50,DRAW,235
Sassy-Mole-Raze,Astute-Zergling,0.50,0.50,DRAW,61
Astute-Zergling,Gallant-Frog,1.00,0.00,WHITE_WON,79
Gallant-Frog,Astute-Zergling,0.00,1.00,BLACK_WON,162
Astute-Zergling,Gallant-Frog,0.50,0.50,DRAW,74
Gallant-Frog,Astute-Zergling,1.00,0.00,WHITE_WON,45
Astute-Zergling,Gallant-Frog,1.00,0.00,WHITE_WON,107
Gallant-Frog,Astute-Zergling,1.00,0.00,WHITE_WON,65
Astute-Zergling,Gallant-Frog,1.00,0.00,WHITE_WON,107
Gallant-Frog,Astute-Zergling,1.00,0.00,WHITE_WON,117
Astute-Zergling,Gallant-Frog,1.00,0.00,WHITE_WON,141
Gallant-Frog,Astute-Zergling,1.00,0.00,WHITE_WON,47
Astute-Zergling,Wise-Lynx-Squeeze,1.00,0.00,WHITE_WON,167
Wise-Lynx-Squeeze,Astute-Zergling,1.00,0.00,WHITE_WON,21
Astute-Zergling,Wise-Lynx-Squeeze,1.00,0.00,WHITE_WON,119
Wise-Lynx-Squeeze,Astute-Zergling,0.50,0.50,DRAW,186
Astute-Zergling,Wise-Lynx-Squeeze,0.00,1.00,BLACK_WON,90
Wise-Lynx-Squeeze,Astute-Zergling,1.00,0.00,WHITE_WON,105
Astute-Zergling,Wise-Lynx-Squeeze,1.00,0.00,WHITE_WON,89
Wise-Lynx-Squeeze,Astute-Zergling,0.50,0.50,DRAW,177
Astute-Zergling,Wise-Lynx-Squeeze,1.00,0.00,WHITE_WON,127
Wise-Lynx-Squeeze,Astute-Zergling,0.00,1.00,BLACK_WON,112
Astute-Zergling,Stoic-Gorilla-Interference,0.00,1.00,BLACK_WON,98
Stoic-Gorilla-Interference,Astute-Zergling,0.50,0.50,DRAW,17
Astute-Zergling,Stoic-Gorilla-Interference,0.50,0.50,DRAW,109
Stoic-Gorilla-Interference,Astute-Zergling,0.00,1.00,BLACK_WON,82
Astute-Zergling,Stoic-Gorilla-Interference,0.00,1.00,BLACK_WON,68
Stoic-Gorilla-Interference,Astute-Zergling,1.00,0.00,WHITE_WON,103
Astute-Zergling,Stoic-Gorilla-Interference,0.00,1.00,BLACK_WON,54
Stoic-Gorilla-Interference,Astute-Zergling,0.50,0.50,DRAW,88
Astute-Zergling,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,97
Stoic-Gorilla-Interference,Astute-Zergling,0.50,0.50,DRAW,17
Astute-Zergling,Bold-Phoenix-Raze,0.00,1.00,BLACK_WON,140
Bold-Phoenix-Raze,Astute-Zergling,0.00,1.00,BLACK_WON,118
Astute-Zergling,Bold-Phoenix-Raze,0.50,0.50,DRAW,154
Bold-Phoenix-Raze,Astute-Zergling,1.00,0.00,WHITE_WON,91
Astute-Zergling,Bold-Phoenix-Raze,1.00,0.00,WHITE_WON,127
Bold-Phoenix-Raze,Astute-Zergling,0.00,1.00,BLACK_WON,100
Astute-Zergling,Bold-Phoenix-Raze,1.00,0.00,WHITE_WON,147
Bold-Phoenix-Raze,Astute-Zergling,0.00,1.00,BLACK_WON,48
Astute-Zergling,Bold-Phoenix-Raze,1.00,0.00,WHITE_WON,73
Bold-Phoenix-Raze,Astute-Zergling,0.00,1.00,BLACK_WON,38
Astute-Zergling,Cunning-Minotaur,0.00,1.00,BLACK_WON,86
Cunning-Minotaur,Astute-Zergling,0.50,0.50,DRAW,52
Astute-Zergling,Cunning-Minotaur,1.00,0.00,WHITE_WON,119
Cunning-Minotaur,Astute-Zergling,1.00,0.00,WHITE_WON,93
Astute-Zergling,Cunning-Minotaur,1.00,0.00,WHITE_WON,29
Cunning-Minotaur,Astute-Zergling,0.00,1.00,BLACK_WON,92
Astute-Zergling,Cunning-Minotaur,1.00,0.00,WHITE_WON,89
Cunning-Minotaur,Astute-Zergling,0.00,1.00,BLACK_WON,72
Astute-Zergling,Cunning-Minotaur,0.00,1.00,BLACK_WON,80
Cunning-Minotaur,Astute-Zergling,0.00,1.00,BLACK_WON,108
Astute-Zergling,Feral-Wolverine-Switch,1.00,0.00,WHITE_WON,103
Feral-Wolverine-Switch,Astute-Zergling,1.00,0.00,WHITE_WON,155
Astute-Zergling,Feral-Wolverine-Switch,0.00,1.00,BLACK_WON,50
Feral-Wolverine-Switch,Astute-Zergling,1.00,0.00,WHITE_WON,119
Astute-Zergling,Feral-Wolverine-Switch,1.00,0.00,WHITE_WON,61
Feral-Wolverine-Switch,Astute-Zergling,0.00,1.00,BLACK_WON,116
Astute-Zergling,Feral-Wolverine-Switch,1.00,0.00,WHITE_WON,61
Feral-Wolverine-Switch,Astute-Zergling,1.00,0.00,WHITE_WON,145
Astute-Zergling,Feral-Wolverine-Switch,0.50,0.50,DRAW,144
Feral-Wolverine-Switch,Astute-Zergling,0.00,1.00,BLACK_WON,34
Astute-Zergling,Young-Basilisk,1.00,0.00,WHITE_WON,109
Young-Basilisk,Astute-Zergling,0.00,1.00,BLACK_WON,138
Astute-Zergling,Young-Basilisk,0.50,0.50,DRAW,156
Young-Basilisk,Astute-Zergling,0.00,1.00,BLACK_WON,60
Astute-Zergling,Young-Basilisk,1.00,0.00,WHITE_WON,115
Young-Basilisk,Astute-Zergling,0.00,1.00,BLACK_WON,26
Astute-Zergling,Young-Basilisk,0.00,1.00,BLACK_WON,118
Young-Basilisk,Astute-Zergling,0.00,1.00,BLACK_WON,128
Astute-Zergling,Young-Basilisk,1.00,0.00,WHITE_WON,107
Young-Basilisk,Astute-Zergling,1.00,0.00,WHITE_WON,85
Astute-Zergling,Vibrant-Hippogriff-MatingNet,0.50,0.50,DRAW,114
Vibrant-Hippogriff-MatingNet,Astute-Zergling,0.00,1.00,BLACK_WON,148
Astute-Zergling,Vibrant-Hippogriff-MatingNet,0.00,1.00,BLACK_WON,82
Vibrant-Hippogriff-MatingNet,Astute-Zergling,1.00,0.00,WHITE_WON,71
Astute-Zergling,Vibrant-Hippogriff-MatingNet,1.00,0.00,WHITE_WON,91
Vibrant-Hippogriff-MatingNet,Astute-Zergling,1.00,0.00,WHITE_WON,81
Astute-Zergling,Vibrant-Hippogriff-MatingNet,1.00,0.00,WHITE_WON,133
Vibrant-Hippogriff-MatingNet,Astute-Zergling,0.50,0.50,DRAW,66
Astute-Zergling,Vibrant-Hippogriff-MatingNet,1.00,0.00,WHITE_WON,175
Vibrant-Hippogriff-MatingNet,Astute-Zergling,1.00,0.00,WHITE_WON,69
Astute-Zergling,Blazing-Scorpion-Simplification,0.00,1.00,BLACK_WON,52
Blazing-Scorpion-Simplification,Astute-Zergling,0.50,0.50,DRAW,182
Astute-Zergling,Blazing-Scorpion-Simplification,0.00,1.00,BLACK_WON,110
Blazing-Scorpion-Simplification,Astute-Zergling,1.00,0.00,WHITE_WON,103
Astute-Zergling,Blazing-Scorpion-Simplification,1.00,0.00,WHITE_WON,161
Blazing-Scorpion-Simplification,Astute-Zergling,1.00,0.00,WHITE_WON,93
Astute-Zergling,Blazing-Scorpion-Simplification,1.00,0.00,WHITE_WON,37
Blazing-Scorpion-Simplification,Astute-Zergling,0.00,1.00,BLACK_WON,82
Astute-Zergling,Blazing-Scorpion-Simplification,0.50,0.50,DRAW,112
Blazing-Scorpion-Simplification,Astute-Zergling,1.00,0.00,WHITE_WON,147
Ruthless-Squid,Rebellious-Sloth,1.00,0.00,WHITE_WON,93
Rebellious-Sloth,Ruthless-Squid,0.50,0.50,DRAW,110
Ruthless-Squid,Rebellious-Sloth,1.00,0.00,WHITE_WON,119
Rebellious-Sloth,Ruthless-Squid,0.50,0.50,DRAW,239
Ruthless-Squid,Rebellious-Sloth,0.00,1.00,BLACK_WON,94
Rebellious-Sloth,Ruthless-Squid,0.00,1.00,BLACK_WON,114
Ruthless-Squid,Rebellious-Sloth,0.00,1.00,BLACK_WON,92
Rebellious-Sloth,Ruthless-Squid,1.00,0.00,WHITE_WON,119
Ruthless-Squid,Rebellious-Sloth,0.00,1.00,BLACK_WON,84
Rebellious-Sloth,Ruthless-Squid,0.00,1.00,BLACK_WON,116
Ruthless-Squid,Heroic-Swan-Initiation,0.00,1.00,BLACK_WON,100
Heroic-Swan-Initiation,Ruthless-Squid,0.00,1.00,BLACK_WON,64
Ruthless-Squid,Heroic-Swan-Initiation,0.00,1.00,BLACK_WON,66
Heroic-Swan-Initiation,Ruthless-Squid,0.00,1.00,BLACK_WON,88
Ruthless-Squid,Heroic-Swan-Initiation,0.50,0.50,DRAW,230
Heroic-Swan-Initiation,Ruthless-Squid,1.00,0.00,WHITE_WON,51
Ruthless-Squid,Heroic-Swan-Initiation,0.50,0.50,DRAW,140
Heroic-Swan-Initiation,Ruthless-Squid,0.00,1.00,BLACK_WON,90
Ruthless-Squid,Heroic-Swan-Initiation,0.00,1.00,BLACK_WON,112
Heroic-Swan-Initiation,Ruthless-Squid,0.50,0.50,DRAW,139
Ruthless-Squid,Tactical-Hydra,1.00,0.00,WHITE_WON,101
Tactical-Hydra,Ruthless-Squid,1.00,0.00,WHITE_WON,107
Ruthless-Squid,Tactical-Hydra,1.00,0.00,WHITE_WON,65
Tactical-Hydra,Ruthless-Squid,0.00,1.00,BLACK_WON,106
Ruthless-Squid,Tactical-Hydra,1.00,0.00,WHITE_WON,103
Tactical-Hydra,Ruthless-Squid,1.00,0.00,WHITE_WON,111
Ruthless-Squid,Tactical-Hydra,0.00,1.00,BLACK_WON,132
Tactical-Hydra,Ruthless-Squid,0.00,1.00,BLACK_WON,74
Ruthless-Squid,Tactical-Hydra,1.00,0.00,WHITE_WON,105
Tactical-Hydra,Ruthless-Squid,0.00,1.00,BLACK_WON,32
Ruthless-Squid,Sassy-Mole-Raze,1.00,0.00,WHITE_WON,115
Sassy-Mole-Raze,Ruthless-Squid,1.00,0.00,WHITE_WON,67
Ruthless-Squid,Sassy-Mole-Raze,1.00,0.00,WHITE_WON,63
Sassy-Mole-Raze,Ruthless-Squid,1.00,0.00,WHITE_WON,55
Ruthless-Squid,Sassy-Mole-Raze,0.50,0.50,DRAW,142
Sassy-Mole-Raze,Ruthless-Squid,1.00,0.00,WHITE_WON,51
Ruthless-Squid,Sassy-Mole-Raze,1.00,0.00,WHITE_WON,33
Sassy-Mole-Raze,Ruthless-Squid,1.00,0.00,WHITE_WON,115
Ruthless-Squid,Sassy-Mole-Raze,0.00,1.00,BLACK_WON,82
Sassy-Mole-Raze,Ruthless-Squid,1.00,0.00,WHITE_WON,69
Ruthless-Squid,Gallant-Frog,0.00,1.00,BLACK_WON,80
Gallant-Frog,Ruthless-Squid,0.50,0.50,DRAW,54
Ruthless-Squid,Gallant-Frog,0.00,1.00,BLACK_WON,142
Gallant-Frog,Ruthless-Squid,0.00,1.00,BLACK_WON,78
Ruthless-Squid,Gallant-Frog,1.00,0.00,WHITE_WON,73
Gallant-Frog,Ruthless-Squid,1.00,0.00,WHITE_WON,93
Ruthless-Squid,Gallant-Frog,0.50,0.50,DRAW,245
